requests_per_minute,unique_records_accessed_5min,off_hours,failed_auth_attempts_10min,bytes_transferred_5min,is_confidential_endpoint,label
2.0630948876772317,0,0,0,8818.280455892123,0,0
3.1240773027947832,0,0,0,6979.437925143743,0,0
1.7597863419103896,1,0,0,5580.4006079673745,1,0
5.2080218497352,4,0,0,4826.5624138350095,0,0
1.5360617758276427,1,0,0,8060.029310821825,0,0
1.574966917634128,3,0,0,3533.8883091495745,0,0
5.416674222749432,0,0,0,9017.41740909884,0,0
3.992921384145775,1,0,0,5453.113856263289,0,0
0.8379738003989194,1,0,0,6964.245649707502,1,0
2.9175977006956235,1,0,0,3050.78115509517,0,0
1.9458675602681939,0,0,0,7059.801429857522,0,0
1.72013497416177,0,0,0,10622.873768014688,0,0
4.736261637031701,4,0,0,2054.6323553602283,0,0
0.31993873294788333,1,0,0,6208.0036043963355,0,0
5.251853795740816,2,0,0,6304.64317541026,0,0
3.6068177896292353,1,0,0,6843.117095614445,0,0
0.6108086104177084,0,1,0,3011.8176460921627,1,0
3.6304842446641934,3,0,1,4475.06536638587,0,0
4.0068420174205475,3,1,0,8102.444472773759,0,0
3.1655935884183277,1,0,0,4217.6549776349975,1,0
2.7454203053694326,3,0,0,2738.381372067875,0,0
5.135339208397549,3,0,0,10496.776589586305,1,0
2.4580943624948315,3,0,0,9793.880353067558,1,0
6.0790274729188365,4,0,1,6185.588957870476,0,0
31.471768300184564,5,1,6,2677.59823807971,0,1
4.342777472957529,2,1,0,8158.231244242772,0,0
65.81164097444403,53,1,2,83878.69063028536,1,1
1.4794239503394016,1,0,0,3910.383084421079,0,0
25.56786141318114,3,0,6,869.4239223858531,1,1
1.8307764049118704,2,0,0,6708.972803660006,0,0
2.593659559393594,1,0,0,7587.998678778214,1,0
3.6890786575749175,0,0,0,6168.100368751691,0,0
11.554361248948725,2,0,5,683.6666629140514,1,1
18.052503163486428,2,1,12,3702.6942045707065,1,1
3.9431944404154544,5,0,0,5748.445247880496,1,0
2.1202265236200537,2,0,0,7231.645393148753,0,0
6.048505537065507,2,0,0,2178.689796924058,0,0
32.641561028509635,53,0,2,70900.00750083048,1,1
20.633936225923673,1,0,8,3115.6766327544015,1,1
5.31523928402183,2,0,0,4199.218472786096,0,0
5.094137353867115,2,0,0,5778.420484417559,1,0
71.19526002595249,51,0,0,94112.65113328963,1,1
3.646231504511824,0,0,0,4845.916673557177,0,0
4.190020852799888,2,0,0,4562.243101847028,0,0
5.75608001323128,1,0,0,8666.979566276475,0,0
0.6076871039766001,1,0,0,3524.9294455823365,1,0
3.819133846247143,0,0,0,5550.7461936893615,0,0
23.2411119292831,25,1,0,12004.571731510998,1,1
3.8200005489247273,1,0,0,8885.904528422428,0,0
3.6747229898348013,1,0,0,6712.77788460515,0,0
8.412338727206267,26,1,0,61790.85309253127,1,1
2.0,29,1,1,37822.718885882925,1,1
2.3952559846049266,1,0,1,4862.40092105646,0,0
2.148416785120948,1,0,0,6854.289802117774,1,0
3.021791822906353,2,0,0,5901.225049083448,0,0
1.1117903104734954,0,0,0,5493.183791018012,0,0
3.779490860019754,1,0,0,6009.038914411454,0,0
2.7650431535128646,2,0,0,3110.634600357966,0,0
2.866019395948898,0,0,0,5763.776392950388,0,0
6.409487738969084,3,0,0,6096.4604033149,0,0
1.9514672203441104,0,0,0,3190.370532761264,1,0
12.081182515994772,22,1,0,35906.32784,1,1
44.55208435637036,62,0,4,69374.79766792052,1,1
1.2243613544097074,3,0,0,2889.53589997833,0,0
2.7682057768967967,0,0,0,7060.264913309491,0,0
3.007984290677551,2,0,0,3731.43398897291,0,0
2.477745313744988,2,1,0,8794.554642449937,0,0
3.020847313998767,2,0,0,1427.085225351018,0,0
3.2051611759750487,5,1,0,11697.206731432518,1,0
24.12663931784347,5,1,5,4715.772947985063,0,1
3.2209834957297057,2,0,0,7139.814159220212,0,0
1.2062405316164404,0,0,0,6075.091434924748,0,0
5.815266916922505,3,0,0,5864.236842436056,0,0
3.4439909845306493,3,1,0,7317.894508859886,1,0
1.9060695954395077,5,0,0,3424.12496169546,0,0
3.478642251035361,2,0,0,7185.374666122958,0,0
4.052495472134351,1,0,0,5217.865740875426,0,0
4.454706731087618,1,0,0,5620.411901023737,0,0
2.442873395876897,2,0,0,1648.1361707768856,0,0
2.7330636663814705,4,0,0,5986.846066394912,1,0
2.530269091637579,2,0,0,5463.6594116865235,1,0
0.7529403369134302,3,0,0,6306.805867560819,0,0
72.71348022812589,51,0,1,106093.7454062608,1,1
3.7981940608221576,2,0,0,2443.155176836665,0,0
2.7443855141475266,0,0,0,5050.785453312515,0,0
4.891405985344477,2,0,0,6524.926454672274,1,0
3.9553594250583153,0,1,0,5434.225430723718,0,0
3.479100395686843,2,0,0,8060.526905825827,0,0
19.459989400805078,3,1,9,694.9062340788823,0,1
1.783666584287117,1,0,0,5642.969319883677,0,0
68.83701902733152,65,1,2,55058.88146433023,1,1
4.658990054860947,6,0,0,7145.772940625003,0,0
4.474109266534587,2,0,0,2035.4355947658096,0,0
4.268224662722781,3,0,0,2433.15504768003,0,0
2.4965889478220307,1,0,0,5138.316450032883,0,0
16.455162378501406,1,0,11,2473.0789062076237,0,1
5.463990440154351,0,0,0,3395.309609160103,0,0
3.3544864230423013,0,0,0,6483.533470466997,1,0
4.262730100335093,0,0,1,5692.936773551341,0,0
2.535980190419642,1,0,0,3733.886668415254,0,0
2.4517956088286623,2,0,0,6500.128766257063,1,0
1.9519793460227555,2,0,1,6604.879640493279,1,0
6.506767678758248,2,0,0,7373.578358064458,0,0
13.295067395820055,23,1,0,20997.896243692245,1,1
2.3119870725910006,2,0,1,3992.8621372327502,1,0
7.35760075386061,2,0,0,5928.092015366319,0,0
3.672486098959739,3,0,0,9190.974060866654,0,0
5.789242211434967,1,1,1,4461.105550642631,0,0
12.829890366419301,25,1,0,18199.067205661566,1,1
7.0661182908274895,4,1,0,7369.650012996037,1,0
3.3838602751563345,3,0,0,5058.485327719221,0,0
2.10586665051575,3,0,0,3987.091595268866,0,0
41.58282245415476,60,0,0,125991.72980607906,1,1
1.4690654707299937,1,1,0,6970.871748588225,0,0
3.017574626579048,3,0,0,7319.562433350095,0,0
6.626708304174668,3,0,0,4405.897843514259,1,0
3.1015068870940645,2,0,0,3812.7767632810073,0,0
3.14188879943655,1,0,0,6394.209744146669,0,0
1.6847088327486177,3,0,0,3003.0799530619624,0,0
3.932401969681457,2,0,1,5102.393883709445,0,0
0.7278678363096911,1,0,0,1642.9879001296708,1,0
3.616757877023945,3,0,0,7067.040871192963,0,0
12.027244189674768,1,1,9,2422.3150981078825,1,1
2.754835652213231,3,0,0,2040.5283069091906,0,0
4.852871082465409,2,0,0,7029.866795078398,0,0
19.81890132365203,4,0,9,1382.927213124045,1,1
3.1390191690435056,3,0,0,6246.005090140931,1,0
4.083432246834004,5,0,11,1242.8684943142637,1,1
4.264761465034003,1,0,0,6509.363630744829,0,0
3.4057280791652986,0,0,0,1909.7107500505058,0,0
44.286628351342785,49,0,0,91920.4413030753,1,1
3.19769764051623,1,0,0,4501.477050523042,0,0
5.544880024456276,1,1,1,5253.833825416263,0,0
3.546801733549894,2,0,1,2058.6517071572143,0,0
2.072918389822189,2,0,0,3262.53887283865,1,0
23.604319165598632,64,0,2,66108.12186760893,1,1
5.1284194378403924,32,1,0,67844.66485618617,0,1
3.6146268294349344,4,0,0,4742.079665348823,0,0
2.9465838957148636,1,0,0,1412.102639990626,1,0
3.4287392094038145,5,0,0,1063.6850585328689,0,0
1.4069306117301679,2,0,0,2442.0223784067825,0,0
4.847969104897533,3,0,0,7663.373603074287,0,0
10.216919806830006,4,0,8,3317.8579438338684,1,1
3.4815690137472535,6,0,0,4979.802116533566,0,0
7.677276691257719,20,0,2,38949.18145797492,0,1
4.363739403320815,5,0,0,8326.29525348908,1,0
3.1786858940494165,0,0,0,4104.688961606638,1,0
3.9675250339725903,2,0,0,4498.993461353659,1,0
3.2124850460865386,7,0,0,4616.308039640907,0,0
3.571907085121463,2,0,0,5042.67709729065,0,0
3.042033280538815,1,0,0,3529.7132941691098,1,0
1.4282396716952697,2,0,0,1778.3211503491038,0,0
19.115166226603378,7,0,5,3343.02822391165,1,1
22.526295830992836,4,1,10,1933.7560840990839,0,1
3.9834270917570738,3,0,0,8395.227330942786,0,0
2.974798263743567,4,0,0,4397.133029378981,0,0
2.006632771013111,2,0,0,3060.0178153124925,0,0
2.0687679214791173,2,0,0,4572.3109092069535,1,0
2.746736122195551,2,0,0,7308.95049531845,0,0
1.7805883570345111,2,0,0,4326.946452244943,1,0
2.5804847533006603,0,0,0,984.3203539612928,0,0
3.382790027634025,2,0,0,7171.169758447448,0,0
3.0533647154769374,2,0,0,2988.730631477036,0,0
2.6341558347339933,5,0,0,5185.039947644966,0,0
1.4465193707612825,2,0,0,6483.752883918345,1,0
5.020984862420338,3,0,0,3845.293390158684,0,0
3.164471631861013,1,1,0,4900.434673674366,0,0
0.9203366200947101,2,0,0,6127.385535594527,1,0
2.5944051662949623,2,0,0,5693.191810070583,0,0
2.282875413369263,1,0,0,5805.89916654591,1,0
3.2049034245190513,1,0,0,6048.1187446896865,0,0
2.999155354315562,1,0,0,4857.056816715416,0,0
3.742909419102897,3,1,0,4960.503004039974,0,0
2.892002111340317,0,0,0,4899.616375925799,0,0
2.5734542429398575,0,0,0,9838.275047382536,0,0
1.4572436385880954,2,0,0,4224.6607237622,1,0
38.61951587475686,58,1,2,66908.74651877856,1,1
4.505214436316496,3,0,0,6698.268466917431,1,0
3.394123837720708,1,0,0,6615.979159743313,0,0
5.2160904974620035,2,0,0,4040.5712073577497,1,0
13.362612384826267,39,0,0,52003.36440871791,1,1
3.767270552878787,3,0,0,6399.951408445194,1,0
3.1422402895955637,2,0,1,5505.904028719114,1,0
2.4327561689409154,2,0,0,3852.6517496069846,1,0
1.7167103206371364,1,1,1,7422.029045649229,0,0
4.088561974978083,5,0,1,4367.994316281767,0,0
1.4247418204789346,4,0,0,5662.73028230671,0,0
3.6036611300152823,3,0,1,6333.052481063178,1,0
2.457344283833743,4,0,0,7093.600904417579,0,0
1.404660405847924,8,1,0,5965.828205376088,0,0
3.937627801872231,0,0,0,4448.66424673864,0,0
0.784285552331359,1,0,0,4709.2136363956115,1,0
4.855575812763703,0,0,0,8429.21458464325,0,0
11.953379046936902,2,1,9,1826.0803381030676,1,1
3.872775658960618,2,1,1,4514.207943466851,1,0
5.368778254472447,2,0,0,7159.671157999359,0,0
0.1,5,0,0,3808.688200733828,1,0
3.1630532292201146,0,0,0,3100.1652018416917,0,0
1.3121647344302476,3,0,0,6038.8287965157015,0,0
14.616581183682309,19,0,0,37804.59899976372,1,1
0.8797240145210208,4,0,0,4702.172148820395,0,0
3.511187112003159,1,0,0,1259.8514778455765,1,0
5.628971331826408,1,0,0,3539.5276756361172,0,0
25.318254078785,77,0,0,67123.06890024857,0,1
3.9305585908970366,1,0,0,3058.097675158746,0,0
3.259510709478339,3,0,0,6105.750326751191,0,0
3.4859853844082167,4,0,0,4494.4048380854965,1,0
3.562886217250104,3,0,0,4980.9123455555755,1,0
4.162843780276072,5,1,0,862.9068676485995,0,0
3.5955499500232366,5,0,0,5315.572226774192,1,0
3.5584883400904577,1,0,0,4440.773810023524,0,0
4.235629697814273,0,0,0,5178.0515895764165,0,0
4.0786395691325055,3,0,0,1678.8676562895075,0,0
2.9462628800010666,0,0,0,4793.909214205366,0,0
26.943399751502426,49,0,0,78786.47957154337,1,1
1.34900810364846,1,0,0,5166.362888939277,0,0
22.47260483203453,3,0,12,2979.9261515041117,1,1
1.7793409076281834,2,0,0,3842.5621001821974,0,0
2.2606965782633974,1,0,1,6860.891264840819,0,0
3.5098130417890556,3,0,0,5337.459575783138,1,0
4.7543072209408255,2,0,0,8781.155055568923,0,0
2.7184935136073216,0,0,1,4533.705566741208,0,0
31.051265777945122,33,1,0,18367.096359474912,1,1
0.12477619235238535,2,1,0,5680.685131832128,0,0
3.866103866278875,1,0,0,5231.356295810556,1,0
1.312605967346768,2,0,0,6440.8594693946725,0,0
0.13535564138057854,2,0,0,4799.0905297340805,0,0
0.1,1,0,0,8643.635340115128,0,0
2.4421281280180653,1,0,0,7054.345917152628,0,0
4.265905337330033,1,0,0,3481.3318043559793,0,0
1.3443889533269893,1,0,0,4611.2315500770155,0,0
4.635707986707848,1,0,0,9239.759573750121,1,0
2.0572729047948153,2,0,0,5364.30408581377,1,0
7.240635536685923,26,1,0,27961.945557429925,0,1
0.8048369972444953,2,0,0,1442.482428220726,0,0
4.441640229180324,1,0,0,7694.489256162205,0,0
2.326683569579423,0,0,0,5835.741219683053,0,0
2.6313577499806478,2,1,1,6932.583557385585,1,0
4.61851445885417,4,0,0,4595.299758505973,0,0
31.867216045273334,4,1,7,100.0,1,1
3.0519178112778835,2,0,0,6621.040395763122,1,0
0.1,2,0,0,5586.907640125746,0,0
56.07500164997671,52,0,0,93503.42346919751,1,1
76.08095120945605,55,0,1,107054.97113108807,1,1
2.1588687538683815,1,1,0,7247.038561421896,0,0
3.086115107157237,3,0,0,3941.102166100517,0,0
3.9045102801400144,3,1,0,6530.765376951253,0,0
4.4932354244179775,0,0,0,1176.1004231702677,0,0
0.1,3,0,0,1561.7043089573845,1,0
13.25463074813349,2,1,10,6018.272087691017,0,1
24.03642354143697,2,0,5,953.7359302014149,1,1
36.087128248742076,69,0,0,58611.116062007924,1,1
3.8044454537713404,3,0,0,4818.27029422141,0,0
3.494915307985897,2,0,0,6518.238122696494,0,0
0.1,1,0,0,6143.693785102148,1,0
2.6685490233204687,2,0,0,9220.473702278246,0,0
5.352309670595748,1,0,0,3545.810929210231,0,0
2.957875387343952,1,0,0,1357.254214919085,0,0
4.205377529067903,5,0,0,5535.358407280917,0,0
2.382542516675686,1,0,0,4990.285246786736,1,0
2.3167082324948542,4,0,0,4786.236259351475,1,0
1.8089346874517198,4,1,0,2575.578129969896,1,0
2.8528896472012386,4,0,0,5288.273603751256,0,0
20.252199755597513,37,1,0,48035.87761780667,1,1
1.7857705216608504,2,0,0,2092.634542064874,1,0
3.167025644097167,0,0,1,4985.232017416615,0,0
5.724790494210158,1,0,0,4887.02912377817,1,0
3.690327959152595,3,0,0,3887.7514821191944,1,0
2.0052393740448524,2,0,0,5324.063697747969,0,0
3.235572851168017,0,0,0,6027.140365633641,0,0
6.57390342402611,4,0,0,5773.499631829418,1,0
3.146120119436673,2,0,0,5569.239414585032,0,0
18.033194103997143,1,1,7,1924.3807237875524,1,1
3.099046046341824,1,1,0,5074.166638756389,0,0
3.6219244275400544,2,0,0,4189.814619444391,0,0
4.308523019942653,2,0,0,6355.44008487561,0,0
2.96597208701153,3,0,0,3070.8212521109695,1,0
2.7456739264493337,4,0,0,9276.473023549803,0,0
1.180921801436115,1,0,0,4366.7781787471085,0,0
3.2719713267921295,1,1,0,5260.977399468113,0,0
16.54015234748525,35,1,2,20883.701365179906,1,1
10.144103038393146,26,0,1,43260.30090809979,1,1
3.08741149640317,2,0,0,6015.454192677502,0,0
1.3158473515935074,2,0,0,5713.127124774042,1,0
3.4246028820149843,3,1,0,3679.799835583247,0,0
4.799594670516256,2,0,0,724.5063867051977,0,0
4.330138581607108,5,0,0,1635.2167334245528,1,0
2.530436571110692,2,0,0,2369.13853423098,0,0
0.9748513228103683,0,0,0,5851.665217810633,0,0
6.052609954096601,2,0,0,3324.6700019127993,0,0
3.549797110855845,1,0,0,5804.278557217142,0,0
3.4566532842207236,0,0,0,1789.9852660075908,1,0
4.499511029807984,2,0,1,2916.767183454568,1,0
0.21553264932831429,3,0,0,4510.578791619645,0,0
2.5649013390941224,1,0,0,3382.471145145195,0,0
3.2660941719554106,2,0,0,1646.6264151351847,0,0
2.4679540455604836,1,0,1,5815.037244084834,1,0
3.3514475405653466,2,0,0,5413.292184920384,0,0
36.40392309759021,66,0,0,58882.07597838393,1,1
1.2761940042175588,1,1,0,2768.084103801837,0,0
3.9527264202216066,3,0,0,6956.136043000546,0,0
2.3893826454745124,3,0,0,7337.868537989485,0,0
2.11203178840503,4,1,0,6486.087896044786,1,0
4.042005917442613,0,1,0,4277.132048722425,0,0
1.016706050868827,3,0,0,2252.7374444103375,0,0
20.357476827269032,30,1,0,3114.518296402348,1,1
24.764491440071037,2,0,11,2632.6938859810375,1,1
5.763225987852396,3,0,0,5797.55548873005,0,0
3.0787001975343653,2,1,2,3721.2880089081546,0,0
3.3533548059598406,3,0,0,4531.19624084871,1,0
3.430936141554546,3,0,0,5324.909746557857,1,0
6.033163426280214,1,0,0,5657.684104930961,0,0
5.053176947855344,1,0,1,5662.24469489035,0,0
20.489135017776018,3,1,9,4899.796846004254,1,1
3.48601878628497,4,0,0,6724.871965896717,0,0
2.8353987275547246,2,1,0,1769.8773017728658,0,0
2.3855266074479973,0,0,0,4115.819890826661,0,0
1.5459021333920688,1,0,0,4969.498548076373,0,0
3.0,7,1,11,2921.920930363169,0,1
0.9964192360431459,1,0,0,5509.097009628053,1,0
29.295671933127878,4,0,14,3810.992387491571,1,1
6.633671851625244,1,0,0,5062.384913953832,1,0
1.4290692804242844,3,0,0,4373.289299937692,0,0
3.301275445913895,5,0,0,4401.19521466171,0,0
4.633826245066189,2,0,0,9543.954970313693,0,0
2.381494691692904,2,0,0,3970.245214495043,1,0
2.051871265786634,0,0,0,900.2717180224963,1,0
2.184756738101048,1,0,0,3826.719395363625,0,0
41.78023113093444,58,0,1,57626.32000780596,1,1
40.001064672232,66,1,2,105915.92489443549,0,1
2.5434890926231173,1,0,0,4457.011132868725,0,0
2.572673900426138,2,0,0,7197.9854352974635,0,0
51.966576177547736,70,0,2,113697.21475277652,1,1
3.9492868719109597,2,0,1,5014.250517063508,0,0
2.7443886282536933,1,0,0,3298.0391959347903,0,0
3.0578716844713756,1,0,0,5616.463419383854,1,0
4.649969475513125,1,0,0,6315.3884789238,0,0
2.539375172498135,3,0,0,5362.009522334398,1,0
2.6162652986361263,3,0,0,6793.029307328074,0,0
1.610200333264274,3,0,0,3168.7523388383597,0,0
53.59507041739668,61,1,2,53108.17916950765,1,1
63.00501299294969,62,0,0,108669.57904882102,1,1
0.1,3,0,0,6702.1085754503565,0,0
1.8474665106781312,0,0,0,2437.424552093882,0,0
3.24228697823077,2,0,0,6346.718012518205,0,0
3.934936599377956,1,0,0,4159.724723141287,0,0
23.349296642005736,1,0,11,5958.785156830091,1,1
0.1,3,0,0,3051.621878539689,0,0
4.228145925521163,0,0,0,6472.368566935829,0,0
2.2973614531508133,0,0,0,6725.1605660953755,0,0
3.208667609642388,0,0,0,4988.060889491124,1,0
3.3320628809643424,4,1,0,3608.3097742675363,1,0
2.437582965226297,3,0,0,2714.605909971257,0,0
2.6220339326896718,5,0,1,4145.760352875009,0,0
15.207901011085198,4,0,7,3982.916557159084,1,1
5.593046466608389,3,0,0,3252.961461313518,1,0
3.5054350140902857,2,0,0,5210.002019191146,1,0
3.552534919050988,2,0,0,2205.3029822772423,0,0
3.5480456130956513,0,0,0,2234.5022232383517,1,0
2.039264892216861,1,0,0,2937.718240179334,1,0
2.1083994717018975,4,0,0,2692.491492520583,1,0
3.9980776634591795,0,0,0,5637.053149783919,0,0
3.3705100612262613,1,0,0,5108.866507023982,0,0
2.9413516181751707,4,0,1,4245.603823105747,0,0
4.177266054912202,0,0,0,4541.624177643451,1,0
4.889558779320609,2,0,0,3137.3490958004572,1,0
3.798463778330023,5,0,0,4747.483058622557,0,0
3.5892412023898785,0,1,0,8734.690335862218,0,0
2.218015622044073,4,0,0,5466.193477382568,0,0
20.127705535510124,32,1,0,55949.20700771375,1,1
2.924118897849855,1,1,0,3134.804184078927,1,0
